"time","h1","h2","tRun","der(h1)","der(h2)","der(tRun)","tMark","seq","paused","shutting","valve1","valve2","valve3"
757,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
758,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
759,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
760,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
761,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
762,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
763,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
764,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
765,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
766,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
767,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
768,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
769,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
770,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
771,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
772,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
773,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
774,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
775,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
776,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
777,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
778,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
779,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
780,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
781,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
782,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
783,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
784,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
785,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
786,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
787,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
788,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
789,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
790,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
791,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
792,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
793,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
794,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
795,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
796,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
797,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
798,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
799,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
800,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
801,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
802,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
803,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
804,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
805,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
806,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
807,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
808,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
809,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
810,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
811,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
812,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
813,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
814,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
815,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
816,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
817,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
818,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
819,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
820,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
821,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
822,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
823,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
824,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
825,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
826,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
827,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
828,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
829,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
830,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
831,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
832,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
833,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
834,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
835,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
836,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
837,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
838,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
839,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
840,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
841,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
842,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
843,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
844,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
845,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
846,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
847,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
848,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
849,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
850,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
851,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
852,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
853,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
854,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
855,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
856,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
857,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
858,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
859,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
860,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
861,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
862,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
863,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
864,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
865,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
866,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
867,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
868,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
869,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
870,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
871,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
872,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
873,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
874,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
875,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
876,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
877,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
878,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
879,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
880,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
881,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
882,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
883,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
884,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
885,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
886,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
887,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
888,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
889,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
890,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
891,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
892,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
893,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
894,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
895,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
896,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
897,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
898,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
899,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
900,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
900,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
